SOURCELONG:Gozzilioni Darkness and Dread	SOURCESHORT:SS	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2001-01																													
																																
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 4th level, a yuan-ti cultist expands his inherent psionic ability and learns to focus it on the ceremonies of pain. At will as a full-round action, he can dance and chant in a sinuous sacrament to deal 3d6 points of damage to one living creature within 60 feet. A successful Will save DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Wis modifier (%1) halves the damage. This ability has no effect on beings that are immune to mind-affecting effects, such as oozes and plants.|ChantOfPainDC	KEY:Yuan-Ti Cultist ~ Chant of Pain				DEFINE:ChantOfPainDC|0					BONUS:VAR|ChantOfPainDC|10+YuanTiCultistLVL+WIS																	SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 5th level, a yuan-ti cultist advances to a senior rank in service within the cult. The circumstance bonus on Diplomacy and Intimidate checks when dealing with other yuan-ti and on Knowledge (religion) checks rises to +6.&nl;In addition, if the cultist is a halfblood, he undergoes a painful, night-long ritual that transforms him into a humanheaded abomination (abominations form the leadership within the temple hierarchy). If he is already an abomination but does not have a human head, this ceremony transforms him into that form. This ceremony requires the participation of at least six abominations of the Inner Circle. Finally, at this level the cultist learns the secret of transforming a tainted one into a pureblood yuan-ti. This involves brewing a more potent version of the infusion that transforms humans into tainted ones (Craft [alchemy] DC 30, raw materials cost 100 gp). In addition, at least three yuan-ti cultists of the Second Circle must preside over the ceremony, which lasts 1 hour. If the creature does not desire the transformation, he must succeed on a Fortitude save DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Con modifier (%1). On a failure, he lapses into a coma and dies within 1 hour unless revived with a Delay Poison or Neutralize Poison spell.|SecondCircleDC	KEY:Yuan-Ti Cultist ~ Second Circle				DEFINE:SecondCircleDC|0					BONUS:VAR|SecondCircleDC|10+YuanTiCultistLVL+CON																	SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:[Not Implemented] At 6th level, a yuan-ti cultist further refines his psionic abilities. He adds +4 to the DC for all saving throws against his innate psionic powers. This overlaps (does not stack with) the bonus granted by the psionic focus ability.	KEY:Yuan-Ti Cultist ~ Greater Psionic Focus																										SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 6th level, a yuan-ti cultist becomes a master of pain. %1 times per day as a full-round action, he can dance and chant to deal 9d6 points of damage to one living creature within 60 feet. A successful Will save DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Wis modifier (%2) halves the damage. This ability has no effect on beings that are immune to mind-affecting effects, such as oozes and plants.|ChantOfAgonyTimes|ChantOfPainDC	KEY:Yuan-Ti Cultist ~ Chant of Agony				DEFINE:ChantOfAgonyTimes|0	DEFINE:ChantOfAgonyDC|0				BONUS:VAR|ChantOfAgonyDC|10+YuanTiCultistLVL+WIS	BONUS:VAR|ChantOfAgonyTimes|3																SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 7th level, a yuan-ti cultist advances to a more senior rank within the cult. The circumstance bonus on Diplomacy and Intimidate checks when dealing with other yuan-ti and on Knowledge (religion) checks rises to +8. In addition, the cultist's poison becomes more virulent. He gains Virulent Poison as a bonus feat.&nl;Finally, at this rank the cultist learns the secret of transforming a pureblood yuan-ti into a halfblood. This involves brewing a more potent version of the infusion that transforms humans into tainted ones (Craft [alchemy] DC 35, raw materials cost 500 gp). In addition, at least three yuan-ti cultists of the Inner Circle must preside over the ceremony, which lasts 6 hours. If the creature does not desire the transformation, he must succeed on a Fortitude save DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Con modifier (%1). On a failure, he lapses into a coma and dies in 1 hour unless revived with a delay poison or neutralize poison spell.|FirstCircleDC	KEY:Yuan-Ti Cultist ~ First Circle				DEFINE:FirstCircleDC|0					BONUS:VAR|FirstCircleDC|10+YuanTiCultistLVL+CON									ABILITY:FEAT|AUTOMATIC|Virulent Poison								SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 7th level, a yuan-ti cultist gains the ability to use unhallow once per week as the spell cast by a cleric of his class level (including cleric levels). He does not require the normal material components to use this ability, but he must still expend herbs, oils, and incense worth 500 gp per level of any spells tied to the unhallow area.	KEY:Yuan-Ti Cultist ~ Unhallow				DEFINE:UnhallowTimes|0	DEFINE:UnhallowLVL|0				BONUS:VAR|UnhallowTimes|1	BONUS:VAR|UnhallowLVL|YuanTiCultistLVL+ClericLVL								SPELLS:Class|TIMES=UnhallowTimes|CASTERLEVEL=UnhallowLVL|Unhallow								SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 8th level, a yuan-ti cultist is able to mentally command all snakes and reptilian animals within 30 feet at will. This resembles Dominate Animal cast by a cleric of his class level (including cleric levels).	KEY:Yuan-Ti Cultist ~ Command Reptiles																										SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 8th level, a yuan-ti cultist can perform a ritual of sacrifice to Merrshaulk. %1/day as a full-round action, he can dance and chant to slay one living creature within 60 feet. With a successful Will save DC 10 + yuan-ti cultist's class level + yuan-ti cultist's Wis modifier (%2), the creature instead takes 6d6 points of damage. This ability has no effect on beings that are immune to mind-affecting effects, such as oozes and plants.|ChantOfDeathTimes|ChantOfDeathPerDay	KEY:Yuan-Ti Cultist ~ Chant of Death				DEFINE:ChantOfDeathTimes|0	DEFINE:ChantOfDeathDC|0				BONUS:VAR|ChantOfDeathDC|10+YuanTiCultistLVL+WIS	BONUS:VAR|ChantOfDeathTimes|1																SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 9th level, a yuan-ti cultist ascends to the highest tier of mortal power within the cult. The circumstance bonus on Diplomacy and Intimidate checks when dealing with other yuan-ti and on Knowledge (religion) checks rises to +10.&nl;In addition, the cultist's poison becomes even more dangerous. He gains Deadly Poison as a bonus feat.&nl;Finally, at this level the cultist learns the secret of transforming a halfblood yuan-ti into an abomination. He must join at least five other cultists of the Inner Circle to perform the day-long ceremony. One cultist casts Polymorph Other on the creature to be transformed, while the others chant and pray. The creature must receive six doses of the tincture that transforms a pureblood into a halfblood, one every 4 hours. If the creature does not desire the transformation, he must succeed on a Fortitude save DC 10 + yuanti cultist's class level + yuan-ti cultist's Con modifier (%1). On a failure, he dies instantly.|InnerCircleDC	KEY:Yuan-Ti Cultist ~ Inner Circle				DEFINE:InnerCircleDC|0					BONUS:VAR|InnerCircleDC|10+YuanTiCultistLVL+CON									ABILITY:FEAT|AUTOMATIC|Deadly Poison								SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 9th level, a yuan-ti cultist can use unholy aura once per day, as the spell cast by a cleric of his class level (including cleric levels).	KEY:Yuan-Ti Cultist ~ Unholy Aura				DEFINE:UnholyAuraTimes|0	DEFINE:UnholyAuraLVL|0				BONUS:VAR|UnholyAuraTimes|1	BONUS:VAR|UnholyAura|YuanTiCultistLVL+ClericLVL								SPELLS:Class|TIMES=UnholyAuraTimes|CASTERLEVEL=UnholyAuraLVL|UnholyAuraLVL								SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
#	CATEGORY:Special Ability	TYPE:ClassFeatures.YuanTiCultistClassFeatures.SpecialQuality	VISIBLE:YES	DESC:On reaching 10th level, a yuan-ti cultist attains the pinnacle of his career, transcending his mortal essence to become an emissary of Merrshaulk. His type changes to outsider, but he can be raised from the dead if willing. He gains spell resistance equal to 20 + his Wisdom Modifier. In addition, the Voice of Merrshaulk gains the supernatural ability to communicate telepathically with any other creature within 100 feet that has a language. He can also command other yuan-ti at will, as Dominate Monster cast as a divine spell by a cleric of the cultist's class level (including cleric levels). This is a spell-like, mind-affecting compulsion effect.	KEY:Yuan-Ti Cultist ~ Voice of Merrshaulk																		TEMPLATE:Voice of Merrshaulk								SORTKEY:Class_Yuan-Ti_Cultist	SOURCEPAGE:SS
